,name,rating,interlinking,highly_rated,critical_rated,number_of_reviews,number_of_jobs
8229,The India Thermit Corporation,3.7,Industrial Machinery | 501-1k Employees | Public | 73 years old | Kanpur +6 more,Job Security,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",90,--
8230,Paharpur 3P,4.2,Packaging | 201-500 Employees | 38 years old | Sahibabad +8 more,"Job Security, Company Culture, Work Life Balance",,90,--
8231,Chqbook.com,3.3,Financial Services | 51-200 Employees | Startup | 7 years old | Gurgaon +11 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",90,6
8232,Valu Connex Telecom Services Private,4.3,Telecom | 51-200 Employees | 13 years old | Navi Mumbai +33 more,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,90,--
8233,DAIMLER TRUCKS ASIA,4,501-1k Employees | Chennai +10 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,90,--
8234,Crescon Projects & Services,3.9,Engineering & Construction | 201-500 Employees | 13 years old | Chennai +9 more,"Skill Development / Learning, Job Security",Work Life Balance,90,2
8235,Jekson Vision,4.1,Industrial Machinery | 201-500 Employees | 23 years old | Ahmedabad +5 more,"Job Security, Salary & Benefits, Promotions / Appraisal",,90,2
8236,Inshorts,4.2,Internet | 201-500 Employees | Startup | 11 years old | Delhi +5 more,"Company Culture, Work Life Balance, Salary & Benefits",Skill Development / Learning,90,2
8237,Rysun Labs,3.3,IT Services & Consulting | 201-500 Employees | 23 years old | Milpitas +5 more,,"Job Security, Promotions / Appraisal, Company Culture",90,4
8238,Rakshit Drugs,3.5,Pharma | 201-500 Employees | 24 years old | Hyderabad +4 more,,"Company Culture, Promotions / Appraisal, Salary & Benefits",90,--
8239,Tilaknagar Industries Ltd.,3.8,Beverage | 201-500 Employees | Public | 91 years old | Mumbai +11 more,,Promotions / Appraisal,90,--
8240,Mount Talent Consulting,2.5,Recruitment | 51-200 Employees | 17 years old | Noida +4 more,,"Job Security, Promotions / Appraisal, Salary & Benefits",90,61
8241,LNJ Bhilwara Group,3.9,Fashion & Textile | 1k-5k Employees | Conglomerate | 64 years old | Noida +18 more,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits",90,--
8242,Crescon Projects & Services,3.9,Engineering & Construction | 201-500 Employees | 13 years old | Chennai +9 more,"Skill Development / Learning, Job Security",Work Life Balance,90,2
8243,Valu Connex Telecom Services Private,4.3,Telecom | 51-200 Employees | 13 years old | Navi Mumbai +33 more,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,90,--
8244,Chqbook.com,3.3,Financial Services | 51-200 Employees | Startup | 7 years old | Gurgaon +11 more,,"Job Security, Promotions / Appraisal, Work Satisfaction",90,6
8245,Scymes Services,3.7,IT Services & Consulting | 501-1k Employees | Startup | Mumbai +12 more,Skill Development / Learning,,90,3
8246,Arvind Smartspaces,3.6,Real Estate | 51-200 Employees | Ahmedabad +3 more,,"Work Satisfaction, Skill Development / Learning, Company Culture",90,44
8247,DAIMLER TRUCKS ASIA,4,501-1k Employees | Chennai +10 more,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,90,--
8248,Nikhil Adhesives,4,Chemicals | 51-200 Employees | Public | 38 years old | Mumbai +25 more,,"Skill Development / Learning, Promotions / Appraisal, Work Satisfaction",90,2
8249,Maxval Ip Services,3.3,IT Services & Consulting | 201-500 Employees | 20 years old | Los Altos +5 more,,"Skill Development / Learning, Work Satisfaction, Promotions / Appraisal",90,1
8250,Mtandt,3.8,Industrial Machinery | 51-200 Employees | 50 years old | Chennai +11 more,,Promotions / Appraisal,90,3
8251,Empire Spices & Foods,4.5,FMCG | 501-1k Employees | 30 years old | Nasik/Nashik +18 more,"Work Satisfaction, Company Culture, Work Life Balance",,89,--
8252,PressureJet Systems,4.3,Industrial Machinery | 51-200 Employees | 28 years old | Ahmedabad +4 more,"Skill Development / Learning, Work Satisfaction, Job Security",,89,10
8253,Chemspec Chemicals,3.3,Chemicals | 51-200 Employees | 46 years old | Mumbai +3 more,,"Company Culture, Job Security, Promotions / Appraisal",89,--
8254,Ascent Meditech,3.6,Other | 51-200 Employees | 12 years old | Silvassa +21 more,,"Promotions / Appraisal, Job Security, Work Life Balance",89,2
8255,Starion India,3.9,Electronics Manufacturing | 51-200 Employees | 23 years old | Noida +9 more,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",89,--
8256,Machino Polymers,3.4,Petrochemicals | 501-1k Employees | Public | 29 years old | Gurgaon +10 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",89,--
8257,Pratham Motors,4.3,Automobile | 201-500 Employees | 22 years old | Bangalore +3 more,"Company Culture, Skill Development / Learning, Work Satisfaction",,89,--
8258,NIMHANS,4,Healthcare | 501-1k Employees | 99 years old | Bangalore/Bengaluru +7 more,"Skill Development / Learning, Work Life Balance, Company Culture",,89,--
8259,Dexcel Electronics Designs,4.4,Software Product | 51-200 Employees | 12 years old | Chennai +1 more,"Work Satisfaction, Work Life Balance, Skill Development / Learning",,89,7
8260,Krishidhan Seeds,3.7,Biotechnology | 1-10 Employees | 28 years old | Jalna +19 more,,"Salary & Benefits, Promotions / Appraisal",89,--
8261,Tranistics Data Technologies,3.8,Software Product | 51-200 Employees | 14 years old | Kolkata +2 more,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",89,8
8262,Autohangar,4.5,Automobile | 501-1k Employees | 33 years old | Mumbai +4 more,"Company Culture, Job Security, Work Life Balance",,89,--
8263,Legend Polyfoams,4.3,Petrochemicals | 11-50 Employees | 24 years old | New Delhi +2 more,"Skill Development / Learning, Company Culture, Work Satisfaction",,89,--
8264,Gala Precision Engineering Limited,4.1,Engineering & Construction | 201-500 Employees | 29 years old | Thane +5 more,"Company Culture, Skill Development / Learning, Work Satisfaction",,89,17
8265,KapitalTech,4.1,Financial Services | 201-500 Employees | Public | 10 years old | Mumbai +31 more,"Work Life Balance, Skill Development / Learning, Company Culture",,89,4
8266,Chargebee,4,IT Services & Consulting | 501-1k Employees | Indian Unicorn | 14 years old | Walnut,"Salary & Benefits, Work Life Balance, Company Culture","Job Security, Skill Development / Learning",89,14
8267,Rustomjee Academy for Global Careers,3.7,Education & Training | 51-200 Employees | 16 years old | Mumbai +5 more,"Work Life Balance, Work Satisfaction",,89,--
8268,Foundation To Educate Girls Gloablly,3.8,Non-Profit | 1k-5k Employees | 17 years old | Mumbai +25 more,Skill Development / Learning,"Job Security, Work Life Balance, Promotions / Appraisal",89,--
8269,Synnat Pharma,4.4,1-10 Employees | 13 years old | Secunderabad +4 more,"Work Life Balance, Skill Development / Learning, Salary & Benefits",,89,--
8270,Chryso,4.2,Building Material | 51-200 Employees | 82 years old | Navi Mumbai +19 more,"Job Security, Work Life Balance, Company Culture",,89,--
8271,ZenQ,4.2,IT Services & Consulting | 501-1k Employees | 21 years old | Hyderabad/Secunderabad +1 more,"Job Security, Company Culture, Work Life Balance",,89,--
8272,HealthAsyst,3.7,IT Services & Consulting | 201-500 Employees | 25 years old | Bangalore/Bengaluru +2 more,"Salary & Benefits, Job Security",,89,1
8273,Rockwell Industries,4.3,Electronics Manufacturing | 201-500 Employees | 38 years old | Hyderabad +12 more,"Job Security, Work Life Balance, Work Satisfaction",,89,--
8274,Future Market Insights,2.4,Analytics & KPO | 51-200 Employees | 10 years old | Jumeirah Lakes Towers,,"Work Life Balance, Company Culture, Job Security",89,--
8275,Velan Info Services,3.9,IT Services & Consulting | 201-500 Employees | 17 years old | Dover +2 more,"Company Culture, Work Life Balance, Work Satisfaction",,89,7
8276,Artech,3.4,Architecture & Interior Design | 51-200 Employees (Global) | 32 years old | Morristown +10 more,,"Promotions / Appraisal, Job Security, Company Culture",89,38
8277,Express Clinics,2.7,Healthcare | 51-200 Employees | 13 years old | Pune +9 more,,"Promotions / Appraisal, Salary & Benefits, Job Security",89,--
8278,Scribe EMR,4.1,IT Services & Consulting | 1k-5k Employees | 8 years old | bangalore +7 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance",Promotions / Appraisal,89,24
8279,Medeor,4,Healthcare | 501-1k Employees | Public | 20 years old | Delhi/NCR +8 more,,"Promotions / Appraisal, Job Security",89,--
8280,WVP International,4.9,Travel & Tourism | 11-50 Employees | 12 years old | Delhi/NCR +7 more,"Company Culture, Work Satisfaction, Job Security",,89,1
8281,Moople Academy,4.5,Kolkata +2 more,"Company Culture, Job Security, Work Satisfaction",,89,3
8282,Paytail,3,FinTech | 51-200 Employees | Startup | 4 years old | Delhi +9 more,,"Job Security, Promotions / Appraisal, Salary & Benefits",89,10
8283,Renaissance Hotels,4.4,Hospitality | 201-500 Employees | 35 years old | Bethesda +8 more,"Company Culture, Skill Development / Learning, Work Life Balance",,89,--
8284,SATTRIX Information Security,3.4,IT Services & Consulting | 51-200 Employees | 11 years old | Ahmedabad +8 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",89,7
8285,Farbe Firma,4.4,Pharma | 201-500 Employees | Conglomerate | 7 years old | Ankleshwar +2 more,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,89,2
8286,Premsons Motor Udyog,4.2,Auto Components | 1k-5k Employees | 28 years old | Ranchi +7 more,Salary & Benefits,,89,2
8287,Linux Laboratories,3.3,Pharma | 11-50 Employees | 17 years old | Chennai +20 more,,"Work Life Balance, Promotions / Appraisal, Company Culture",89,7
8288,SIMA Labs,4,Waste Management | 201-500 Employees | 36 years old | New Delhi +8 more,"Job Security, Work Life Balance",,89,--
8289,R K Construction,4.5,Engineering & Construction | 51-200 Employees | Jamshedpur +37 more,"Work Life Balance, Skill Development / Learning, Job Security",,89,--
8290,Wardwizard Innovations & Mobility,4,Automobile | 51-200 Employees | Public | 8 years old | Vadodara/Baroda +28 more,,"Promotions / Appraisal, Skill Development / Learning",89,3
8291,Ola Foods,3.7,1k-5k Employees | Bangalore / Bengaluru +13 more,Salary & Benefits,"Job Security, Promotions / Appraisal",89,--
8292,Magnit Global,3.7,Software Product | 1k-5k Employees | Vadodara +1 more,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security",89,--
8293,Allzone Management Solutions,4.2,Healthcare | 51-200 Employees | 19 years old | Los Angeles +3 more,"Job Security, Work Satisfaction, Skill Development / Learning",,89,21
8294,Highly Electrical Appliances India,3.4,Electrical Equipment | 51-200 Employees | 11 years old | Ahmedabad +3 more,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",89,1
8295,Energo Engineering Projects,4.3,Engineering & Construction | 5k-10k Employees (Global) | 37 years old | Gurugram +17 more,Work Life Balance,"Salary & Benefits, Promotions / Appraisal",88,--
8296,E-meditek Tpa Services,3.5,Insurance | 501-1k Employees (Global) | 24 years old | Gurgaon +16 more,,"Job Security, Salary & Benefits, Promotions / Appraisal",88,--
8297,Model Infra Corporation,3.3,Engineering & Construction | 1k-5k Employees | 24 years old | Bengaluru +7 more,,"Company Culture, Promotions / Appraisal, Salary & Benefits",88,--
8298,Shreem Electrics,3.9,Electrical Equipment | 501-1k Employees | Public | 48 years old | Kolhapur +19 more,,"Promotions / Appraisal, Salary & Benefits, Company Culture",88,--
8299,Sai Construction,3.4,Engineering & Construction | 51-200 Employees | 29 years old | Gurgaon +22 more,,"Company Culture, Promotions / Appraisal, Job Security",88,--
8300,OEG INDIA,3.4,Oil & Gas | 1k-5k Employees (Global) | 17 years old | Chennai +29 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",88,--
8301,Srinivasa Sales & Services,4,Automobile | 1k-5k Employees | 15 years old | Hyderabad +8 more,"Skill Development / Learning, Job Security","Salary & Benefits, Promotions / Appraisal, Company Culture",88,--
8302,Nivara Home Finance,3.8,Financial Services | 51-200 Employees | 10 years old | Bengaluru +19 more,"Work Life Balance, Work Satisfaction, Skill Development / Learning",,88,--
8303,Khansaheb Civil Engineering LLC,4.5,Engineering & Construction | 1k-5k Employees | 89 years old | Dubai +9 more,"Work Life Balance, Company Culture, Skill Development / Learning",,88,--
8304,Paranjape Autocast,3.8,Auto Components | 501-1k Employees | 51 years old | Pune +4 more,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",88,--
8305,OPTCL,4.3,Power | State | 20 years old | Bhubaneswar +17 more,"Work Life Balance, Job Security, Company Culture",,88,--
8306,JSW Ispat Steel,4.3,Iron & Steel | 501-1k Employees | Public | 40 years old | Nagpur +16 more,"Job Security, Work Life Balance, Company Culture",,88,--
8307,DiTech Process Solutions,3,Printing & Publishing | 51-200 Employees | 16 years old | Mumbai +8 more,,"Salary & Benefits, Promotions / Appraisal, Work Life Balance",88,17
8308,Manya Education,3.2,Education & Training | 201-500 Employees | 22 years old | Delhi/NCR +10 more,,"Promotions / Appraisal, Job Security, Salary & Benefits",88,1
8309,ABSAS Solutions,3.4,EdTech | 51-200 Employees | 15 years old | Noida +3 more,,"Company Culture, Work Satisfaction, Skill Development / Learning",88,--
8310,Mindseed,4,Education & Training | 51-200 Employees | 12 years old | Navi Mumbai +11 more,"Work Life Balance, Skill Development / Learning, Company Culture",,88,8
8311,gvr infra projects,3.1,Chennai +19 more,,"Company Culture, Work Life Balance, Salary & Benefits",88,--
8312,National Dairy Development Board,4,Food Processing | 501-1k Employees | 59 years old | Anand +15 more,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,87,--
8313,Zimmer Biomet,3.8,51-200 Employees | Forbes Global 2000 | 97 years old | Warsaw +13 more,Work Life Balance,"Promotions / Appraisal, Job Security",87,--
8314,Al Naba Services LLC,3.7,Facility Management Services | 5k-10k Employees (Global) | 40 years old | Muscat +9 more,,"Promotions / Appraisal, Company Culture",87,--
8315,Qd-sbg Construction,4.3,Engineering & Construction | 51-200 Employees | 14 years old | Doha +3 more,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,87,--
8316,IILM,4.4,Education & Training | 51-200 Employees | 31 years old | New Delhi +6 more,"Salary & Benefits, Work Life Balance, Company Culture",,93,--
8317,ICE Data Services,3.3,Financial Services | 501-1k Employees | Public | 24 years old | Atlanta +2 more,,"Promotions / Appraisal, Skill Development / Learning, Company Culture",93,7
8318,Statusneo,4,IT Services & Consulting | 201-500 Employees | 4 years old | Dallas +13 more,"Salary & Benefits, Skill Development / Learning, Company Culture",,93,7
8319,Ind Synergy,3.9,Engineering & Construction | 1k-5k Employees | Nagpur +6 more,"Job Security, Work Satisfaction, Work Life Balance",Promotions / Appraisal,91,--
8320,Ind Synergy,3.9,Engineering & Construction | 1k-5k Employees | Nagpur +6 more,"Job Security, Work Satisfaction, Work Life Balance",Promotions / Appraisal,91,--
8321,Isha Foundation,4.5,Non-Profit | 11-50 Employees | 32 years old | Coimbatore +12 more,"Company Culture, Work Satisfaction, Job Security",,90,14
8322,APL Logistics,4.3,Logistics | 501-1k Employees | 47 years old | Scottsdale +26 more,"Work Life Balance, Job Security, Work Satisfaction",,90,--
8323,DWD Pharmaceuticals,3.6,Pharma | 501-1k Employees | 43 years old | Mumbai +20 more,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",90,--
8324,Kalinga Commercial Corporation,3.6,Metals & Mining | 1k-5k Employees | 33 years old | Bhubaneswar +15 more,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",90,--
8325,Global Market Insights,2.9,Analytics & KPO | 201-500 Employees | 9 years old | Selbyville +1 more,,"Salary & Benefits, Job Security, Promotions / Appraisal",90,10
